"Series Key",EBA.SE-ALL.D.H,"Series Key",EBA.TVA-ALL.D.H
"Series Name","Demand for Southeast (region), hourly - UTC time","Series Name","Demand for Tennessee Valley Authority (TVA), hourly - UTC time"
Units,megawatthours,Units,megawatthours
Frequency,H,Frequency,H
"Start Date",20150701T06Z,"Start Date",20150701T06Z
"End Date",20211012T11Z,"End Date",20211012T11Z
Source,,Source,

20210224T20Z,23523,20210224T20Z,15585
20210224T19Z,23837,20210224T19Z,15882
20210224T18Z,24276,20210224T18Z,16222
20210224T17Z,24979,20210224T17Z,16669
20210224T16Z,26313,20210224T16Z,17258
20210224T15Z,28293,20210224T15Z,18193
20210224T14Z,30330,20210224T14Z,19417
20210224T13Z,30933,20210224T13Z,19630
20210224T12Z,28801,20210224T12Z,18293
20210224T11Z,26027,20210224T11Z,16886
20210224T10Z,24218,20210224T10Z,16164
20210224T09Z,23322,20210224T09Z,15775
20210224T08Z,22768,20210224T08Z,15581
20210224T07Z,22500,20210224T07Z,15597
20210224T06Z,22692,20210224T06Z,15745
20210224T05Z,23437,20210224T05Z,16200
20210224T04Z,24421,20210224T04Z,16829
20210224T03Z,25442,20210224T03Z,17334
20210224T02Z,25971,20210224T02Z,17510
20210224T01Z,26082,20210224T01Z,17398
20210224T00Z,24717,20210224T00Z,16479
20210223T23Z,23827,20210223T23Z,15959
20210223T22Z,23535,20210223T22Z,15785
20210223T21Z,23573,20210223T21Z,15916
20210223T20Z,24006,20210223T20Z,16160
20210223T19Z,24610,20210223T19Z,16604
20210223T18Z,25363,20210223T18Z,17150
20210223T17Z,26389,20210223T17Z,17799
20210223T16Z,27740,20210223T16Z,18619
20210223T15Z,29604,20210223T15Z,19868
20210223T14Z,31468,20210223T14Z,21294
20210223T13Z,32006,20210223T13Z,21719
20210223T12Z,29695,20210223T12Z,20670
20210223T11Z,26728,20210223T11Z,19341
20210223T10Z,24862,20210223T10Z,18669
20210223T09Z,23889,20210223T09Z,18349
20210223T08Z,23427,20210223T08Z,18223
20210223T07Z,23286,20210223T07Z,18112
20210223T06Z,23454,20210223T06Z,18212
20210223T05Z,24155,20210223T05Z,18533
20210223T04Z,25230,20210223T04Z,19104
20210223T03Z,26319,20210223T03Z,19497
20210223T02Z,26930,20210223T02Z,19414
20210223T01Z,27028,20210223T01Z,19190
20210223T00Z,25623,20210223T00Z,17967
20210222T23Z,24710,20210222T23Z,16948
20210222T22Z,24344,20210222T22Z,16648
20210222T21Z,24470,20210222T21Z,16907
20210222T20Z,24982,20210222T20Z,17349
20210222T19Z,25589,20210222T19Z,17825
20210222T18Z,26305,20210222T18Z,18383
20210222T17Z,26780,20210222T17Z,18829
20210222T16Z,27090,20210222T16Z,19208
20210222T15Z,27312,20210222T15Z,19228
20210222T14Z,27305,20210222T14Z,19205
20210222T13Z,26995,20210222T13Z,18856
20210222T12Z,25197,20210222T12Z,17618
20210222T11Z,22896,20210222T11Z,16538
20210222T10Z,21668,20210222T10Z,16044
20210222T09Z,21128,20210222T09Z,15910
20210222T08Z,21073,20210222T08Z,16025
20210222T07Z,21333,20210222T07Z,16167
20210222T06Z,21982,20210222T06Z,16634
20210222T05Z,23208,20210222T05Z,17203
20210222T04Z,24572,20210222T04Z,18070
20210222T03Z,25904,20210222T03Z,18659
20210222T02Z,26560,20210222T02Z,18928
20210222T01Z,26674,20210222T01Z,18895
20210222T00Z,25208,20210222T00Z,17800
20210221T23Z,23670,20210221T23Z,16782
20210221T22Z,23032,20210221T22Z,16345
20210221T21Z,23062,20210221T21Z,16410
20210221T20Z,23542,20210221T20Z,16837
20210221T19Z,24567,20210221T19Z,17492
20210221T18Z,25819,20210221T18Z,18307
20210221T17Z,27104,20210221T17Z,19208
20210221T16Z,28976,20210221T16Z,20492
20210221T15Z,31071,20210221T15Z,21967
20210221T14Z,32905,20210221T14Z,23147
20210221T13Z,33002,20210221T13Z,23349
20210221T12Z,31941,20210221T12Z,22837
20210221T11Z,30916,20210221T11Z,22259
20210221T10Z,30187,20210221T10Z,21959
20210221T09Z,29770,20210221T09Z,21735
20210221T08Z,29262,20210221T08Z,21552
20210221T07Z,28955,20210221T07Z,21479
20210221T06Z,28758,20210221T06Z,21480
20210221T05Z,28975,20210221T05Z,21700
20210221T04Z,29144,20210221T04Z,21846
20210221T03Z,29070,20210221T03Z,21955
20210221T02Z,28751,20210221T02Z,21749
20210221T01Z,28049,20210221T01Z,21214
20210221T00Z,26222,20210221T00Z,19968
20210220T23Z,24411,20210220T23Z,18674
20210220T22Z,23764,20210220T22Z,18235
20210220T21Z,24047,20210220T21Z,18552
20210220T20Z,24972,20210220T20Z,19171
20210220T19Z,26408,20210220T19Z,20205
20210220T18Z,28004,20210220T18Z,21348
20210220T17Z,30011,20210220T17Z,22677
20210220T16Z,32314,20210220T16Z,24041
20210220T15Z,34485,20210220T15Z,25630
20210220T14Z,36235,20210220T14Z,26933
20210220T13Z,36069,20210220T13Z,27054
20210220T12Z,34597,20210220T12Z,26265
20210220T11Z,32966,20210220T11Z,25431
20210220T10Z,31914,20210220T10Z,24714
20210220T09Z,31107,20210220T09Z,24152
20210220T08Z,30470,20210220T08Z,23621
20210220T07Z,30036,20210220T07Z,23525
20210220T06Z,30328,20210220T06Z,23471
20210220T05Z,30747,20210220T05Z,23673
20210220T04Z,31363,20210220T04Z,23840
20210220T03Z,31889,20210220T03Z,24121
20210220T02Z,31899,20210220T02Z,24026
20210220T01Z,31407,20210220T01Z,23712
20210220T00Z,29679,20210220T00Z,22334
20210219T23Z,27951,20210219T23Z,20840
20210219T22Z,27596,20210219T22Z,20537
20210219T21Z,28040,20210219T21Z,20824
20210219T20Z,29267,20210219T20Z,21572
20210219T19Z,30527,20210219T19Z,22339
20210219T18Z,32030,20210219T18Z,23345
20210219T17Z,33572,20210219T17Z,24292
20210219T16Z,34673,20210219T16Z,25430
20210219T15Z,34977,20210219T15Z,26170
20210219T14Z,34273,20210219T14Z,26421
20210219T13Z,33514,20210219T13Z,25881
20210219T12Z,31359,20210219T12Z,24783
20210219T11Z,29007,20210219T11Z,23656
20210219T10Z,27530,20210219T10Z,22877
20210219T09Z,26850,20210219T09Z,22309
20210219T08Z,26639,20210219T08Z,22029
20210219T07Z,26768,20210219T07Z,21945
20210219T06Z,27207,20210219T06Z,21964
20210219T05Z,28051,20210219T05Z,22337
20210219T04Z,29524,20210219T04Z,22876
20210219T03Z,30927,20210219T03Z,23576
20210219T02Z,31849,20210219T02Z,23877
20210219T01Z,32301,20210219T01Z,24192
20210219T00Z,31810,20210219T00Z,23640
20210218T23Z,30716,20210218T23Z,22738
20210218T22Z,30148,20210218T22Z,22252
20210218T21Z,29930,20210218T21Z,22230
20210218T20Z,30101,20210218T20Z,22376
20210218T19Z,30550,20210218T19Z,22837
20210218T18Z,31017,20210218T18Z,23110
20210218T17Z,31353,20210218T17Z,23218
20210218T16Z,31437,20210218T16Z,23317
20210218T15Z,31368,20210218T15Z,23375
20210218T14Z,31237,20210218T14Z,22985
20210218T13Z,30864,20210218T13Z,22866
20210218T12Z,29146,20210218T12Z,22184
20210218T11Z,27112,20210218T11Z,21593
20210218T10Z,25995,20210218T10Z,21334
20210218T09Z,25607,20210218T09Z,21273
20210218T08Z,25475,20210218T08Z,21287
20210218T07Z,25692,20210218T07Z,21486
20210218T06Z,26304,20210218T06Z,21826
20210218T05Z,27303,20210218T05Z,22481
20210218T04Z,28804,20210218T04Z,23439
20210218T03Z,30339,20210218T03Z,24319
20210218T02Z,31283,20210218T02Z,24832
20210218T01Z,31726,20210218T01Z,25223
20210218T00Z,31125,20210218T00Z,24962
20210217T23Z,29651,20210217T23Z,24006
20210217T22Z,28881,20210217T22Z,23513
20210217T21Z,29015,20210217T21Z,23413
20210217T20Z,30131,20210217T20Z,23565
20210217T19Z,31843,20210217T19Z,24073
20210217T18Z,33615,20210217T18Z,24815
20210217T17Z,35635,20210217T17Z,25755
20210217T16Z,37590,20210217T16Z,26643
20210217T15Z,39771,20210217T15Z,27567
20210217T14Z,41659,20210217T14Z,28100
20210217T13Z,41999,20210217T13Z,28034
20210217T12Z,40391,20210217T12Z,27448
20210217T11Z,38140,20210217T11Z,26551
20210217T10Z,36595,20210217T10Z,26232
20210217T09Z,35879,20210217T09Z,26193
20210217T08Z,35548,20210217T08Z,26099
20210217T07Z,35461,20210217T07Z,26153
20210217T06Z,35622,20210217T06Z,26261
20210217T05Z,36235,20210217T05Z,26693
20210217T04Z,37272,20210217T04Z,27336
20210217T03Z,38366,20210217T03Z,28032
20210217T02Z,38746,20210217T02Z,28274
20210217T01Z,38528,20210217T01Z,28511
20210217T00Z,36503,20210217T00Z,27596
20210216T23Z,34008,20210216T23Z,26273
20210216T22Z,33232,20210216T22Z,25817
20210216T21Z,33645,20210216T21Z,25913
20210216T20Z,34885,20210216T20Z,26393
20210216T19Z,36500,20210216T19Z,27064
20210216T18Z,37937,20210216T18Z,27805
20210216T17Z,39101,20210216T17Z,28036
20210216T16Z,39677,20210216T16Z,28079
20210216T15Z,39400,20210216T15Z,28142
20210216T14Z,38542,20210216T14Z,27775
20210216T13Z,37153,20210216T13Z,27187
20210216T12Z,34716,20210216T12Z,26436
20210216T11Z,32389,20210216T11Z,25406
20210216T10Z,30843,20210216T10Z,24861
20210216T09Z,29674,20210216T09Z,24374
20210216T08Z,29105,20210216T08Z,24046
20210216T07Z,28838,20210216T07Z,23745
20210216T06Z,28866,20210216T06Z,23706
20210216T05Z,29379,20210216T05Z,23957
20210216T04Z,30280,20210216T04Z,24482
20210216T03Z,31397,20210216T03Z,24879
20210216T02Z,32166,20210216T02Z,25279
20210216T01Z,32636,20210216T01Z,25599
20210216T00Z,32326,20210216T00Z,25268
20210215T23Z,31519,20210215T23Z,24554
20210215T22Z,31243,20210215T22Z,24260
20210215T21Z,31204,20210215T21Z,24495
20210215T20Z,31369,20210215T20Z,24939
20210215T19Z,31694,20210215T19Z,25318
20210215T18Z,31890,20210215T18Z,25504
20210215T17Z,31866,20210215T17Z,25735
20210215T16Z,31677,20210215T16Z,25564
20210215T15Z,31481,20210215T15Z,25266
20210215T14Z,31005,20210215T14Z,24896
20210215T13Z,30105,20210215T13Z,24339
20210215T12Z,28440,20210215T12Z,23619
20210215T11Z,26694,20210215T11Z,22761
20210215T10Z,25587,20210215T10Z,22352
20210215T09Z,25019,20210215T09Z,22146
20210215T08Z,24989,20210215T08Z,22329
20210215T07Z,25270,20210215T07Z,22468
20210215T06Z,25910,20210215T06Z,22850
20210215T05Z,26938,20210215T05Z,23419
20210215T04Z,28107,20210215T04Z,24182
20210215T03Z,29141,20210215T03Z,24926
20210215T02Z,29854,20210215T02Z,25473
20210215T01Z,30124,20210215T01Z,25763
20210215T00Z,29666,20210215T00Z,25515
20210214T23Z,28451,20210214T23Z,24773
20210214T22Z,27967,20210214T22Z,24494
20210214T21Z,27959,20210214T21Z,24419
20210214T20Z,28539,20210214T20Z,24628
20210214T19Z,29068,20210214T19Z,24861
20210214T18Z,29645,20210214T18Z,25062
20210214T17Z,30158,20210214T17Z,25147
20210214T16Z,30320,20210214T16Z,25028
20210214T15Z,29827,20210214T15Z,24699
20210214T14Z,28609,20210214T14Z,24137
20210214T13Z,27319,20210214T13Z,23412
20210214T12Z,26324,20210214T12Z,22755
20210214T11Z,25673,20210214T11Z,22321
20210214T10Z,25221,20210214T10Z,22024
20210214T09Z,25123,20210214T09Z,21875
20210214T08Z,25287,20210214T08Z,21874
20210214T07Z,25660,20210214T07Z,22063
20210214T06Z,26213,20210214T06Z,22352
20210214T05Z,27223,20210214T05Z,22979
20210214T04Z,28263,20210214T04Z,23555
20210214T03Z,29305,20210214T03Z,23885
20210214T02Z,29854,20210214T02Z,24183
20210214T01Z,30278,20210214T01Z,24325
20210214T00Z,29933,20210214T00Z,24041
20210213T23Z,28938,20210213T23Z,23354
20210213T22Z,28553,20210213T22Z,23050
20210213T21Z,28517,20210213T21Z,22975
20210213T20Z,28834,20210213T20Z,23170
20210213T19Z,29343,20210213T19Z,23477
20210213T18Z,30021,20210213T18Z,23763
20210213T17Z,30347,20210213T17Z,24065
20210213T16Z,30415,20210213T16Z,24085
20210213T15Z,29692,20210213T15Z,23634
20210213T14Z,28478,20210213T14Z,23005
20210213T13Z,27199,20210213T13Z,22381
20210213T12Z,26071,20210213T12Z,21710
20210213T11Z,25121,20210213T11Z,21240
20210213T10Z,24772,20210213T10Z,20961
20210213T09Z,24598,20210213T09Z,20979
20210213T08Z,24735,20210213T08Z,21107
20210213T07Z,25080,20210213T07Z,21251
20210213T06Z,25542,20210213T06Z,21557
20210213T05Z,26357,20210213T05Z,22199
20210213T04Z,27406,20210213T04Z,23005
20210213T03Z,28377,20210213T03Z,23750
20210213T02Z,29026,20210213T02Z,24118
20210213T01Z,29478,20210213T01Z,24400
20210213T00Z,29285,20210213T00Z,24324
20210212T23Z,28450,20210212T23Z,23698
20210212T22Z,28021,20210212T22Z,23338
20210212T21Z,27763,20210212T21Z,23245
20210212T20Z,27751,20210212T20Z,23345
20210212T19Z,27813,20210212T19Z,23593
20210212T18Z,27879,20210212T18Z,23776
20210212T17Z,27850,20210212T17Z,24046
20210212T16Z,27437,20210212T16Z,23931
20210212T15Z,26887,20210212T15Z,23777
20210212T14Z,26139,20210212T14Z,23531
20210212T13Z,25145,20210212T13Z,22942
20210212T12Z,23216,20210212T12Z,21661
20210212T11Z,22005,20210212T11Z,20523
20210212T10Z,21166,20210212T10Z,19999
20210212T09Z,20790,20210212T09Z,19744
20210212T08Z,20908,20210212T08Z,19598
20210212T07Z,21134,20210212T07Z,19772
20210212T06Z,21608,20210212T06Z,20090
20210212T05Z,22318,20210212T05Z,20641
20210212T04Z,23816,20210212T04Z,21563
20210212T03Z,25047,20210212T03Z,22341
20210212T02Z,25906,20210212T02Z,22622
20210212T01Z,26359,20210212T01Z,22961
20210212T00Z,26081,20210212T00Z,22922
20210211T23Z,25072,20210211T23Z,22296
20210211T22Z,24899,20210211T22Z,21860
20210211T21Z,24869,20210211T21Z,21678
20210211T20Z,25075,20210211T20Z,21702
20210211T19Z,25297,20210211T19Z,21779
20210211T18Z,25466,20210211T18Z,21690
20210211T17Z,25606,20210211T17Z,21518
20210211T16Z,25390,20210211T16Z,21130
20210211T15Z,25172,20210211T15Z,20861
20210211T14Z,24686,20210211T14Z,20421
20210211T13Z,24172,20210211T13Z,19728
20210211T12Z,22584,20210211T12Z,18413
20210211T11Z,20769,20210211T11Z,17204
20210211T10Z,20190,20210211T10Z,16676
20210211T09Z,20176,20210211T09Z,16356
20210211T08Z,20281,20210211T08Z,16256
20210211T07Z,20693,20210211T07Z,16396
20210211T06Z,21247,20210211T06Z,16705
20210211T05Z,22053,20210211T05Z,17249
20210211T04Z,23162,20210211T04Z,17957
20210211T03Z,24371,20210211T03Z,18618
20210211T02Z,25277,20210211T02Z,18946
20210211T01Z,25784,20210211T01Z,19214
20210211T00Z,25211,20210211T00Z,18814
20210210T23Z,24541,20210210T23Z,17872
20210210T22Z,24260,20210210T22Z,17533
20210210T21Z,24256,20210210T21Z,17436
20210210T20Z,24545,20210210T20Z,17662
20210210T19Z,24521,20210210T19Z,18080
20210210T18Z,24723,20210210T18Z,18541
20210210T17Z,25270,20210210T17Z,19071
20210210T16Z,25899,20210210T16Z,19575
20210210T15Z,26534,20210210T15Z,20264
20210210T14Z,27110,20210210T14Z,20645
20210210T13Z,26748,20210210T13Z,20392
20210210T12Z,25054,20210210T12Z,19121
20210210T11Z,22962,20210210T11Z,17850
20210210T10Z,22099,20210210T10Z,17283
20210210T09Z,21694,20210210T09Z,17039
20210210T08Z,21580,20210210T08Z,16970
20210210T07Z,21766,20210210T07Z,17024
20210210T06Z,22215,20210210T06Z,17328
20210210T05Z,22814,20210210T05Z,17905
20210210T04Z,23831,20210210T04Z,18750
20210210T03Z,24921,20210210T03Z,19377
20210210T02Z,26012,20210210T02Z,19762
20210210T01Z,26434,20210210T01Z,19847
20210210T00Z,25639,20210210T00Z,19361
20210209T23Z,24530,20210209T23Z,18218
20210209T22Z,24868,20210209T22Z,17815
20210209T21Z,24944,20210209T21Z,17895
20210209T20Z,24907,20210209T20Z,18256
20210209T19Z,25318,20210209T19Z,18643
20210209T18Z,26077,20210209T18Z,19105
20210209T17Z,26411,20210209T17Z,19629
20210209T16Z,26950,20210209T16Z,20146
20210209T15Z,27169,20210209T15Z,20600
20210209T14Z,27155,20210209T14Z,20886
20210209T13Z,26892,20210209T13Z,20720
20210209T12Z,25118,20210209T12Z,19573
20210209T11Z,23183,20210209T11Z,18492
20210209T10Z,22116,20210209T10Z,18006
20210209T09Z,22276,20210209T09Z,18051
20210209T08Z,22643,20210209T08Z,18087
20210209T07Z,22861,20210209T07Z,18291
20210209T06Z,23499,20210209T06Z,18633
20210209T05Z,24135,20210209T05Z,19251
20210209T04Z,25635,20210209T04Z,19995
20210209T03Z,27008,20210209T03Z,20726
20210209T02Z,27885,20210209T02Z,20823
20210209T01Z,28221,20210209T01Z,20702
20210209T00Z,27210,20210209T00Z,19835
20210208T23Z,25405,20210208T23Z,18674
20210208T22Z,25354,20210208T22Z,18231
20210208T21Z,26033,20210208T21Z,18618
20210208T20Z,26561,20210208T20Z,19443
20210208T19Z,27223,20210208T19Z,20239
20210208T18Z,28329,20210208T18Z,21240
20210208T17Z,29165,20210208T17Z,22142
20210208T16Z,30945,20210208T16Z,23299
20210208T15Z,33288,20210208T15Z,24292
20210208T14Z,35571,20210208T14Z,25088
20210208T13Z,36066,20210208T13Z,25005
20210208T12Z,33944,20210208T12Z,23625
20210208T11Z,31205,20210208T11Z,22267
20210208T10Z,29897,20210208T10Z,21652
20210208T09Z,29113,20210208T09Z,21312
20210208T08Z,28923,20210208T08Z,21169
20210208T07Z,28295,20210208T07Z,21159
20210208T06Z,27828,20210208T06Z,21300
20210208T05Z,28009,20210208T05Z,21720
20210208T04Z,28631,20210208T04Z,22230
20210208T03Z,28834,20210208T03Z,22322
20210208T02Z,28718,20210208T02Z,22301
20210208T01Z,28280,20210208T01Z,22149
20210208T00Z,27358,20210208T00Z,21747
20210207T23Z,26184,20210207T23Z,20700
20210207T22Z,25522,20210207T22Z,20160
20210207T21Z,25490,20210207T21Z,20191
20210207T20Z,25840,20210207T20Z,20448
20210207T19Z,26803,20210207T19Z,20858
20210207T18Z,27937,20210207T18Z,21197
20210207T17Z,28555,20210207T17Z,21525
20210207T16Z,29270,20210207T16Z,21640
20210207T15Z,29419,20210207T15Z,21423
20210207T14Z,28632,20210207T14Z,20799
20210207T13Z,27392,20210207T13Z,20115
20210207T12Z,26660,20210207T12Z,19480
20210207T11Z,26136,20210207T11Z,18959
20210207T10Z,26195,20210207T10Z,18523
20210207T09Z,26129,20210207T09Z,18289
20210207T08Z,26432,20210207T08Z,18157
20210207T07Z,26547,20210207T07Z,18169
20210207T06Z,27160,20210207T06Z,18200
20210207T05Z,27763,20210207T05Z,18715
20210207T04Z,29140,20210207T04Z,19326
20210207T03Z,30274,20210207T03Z,19732
20210207T02Z,31063,20210207T02Z,20007
20210207T01Z,31422,20210207T01Z,20187
20210207T00Z,31160,20210207T00Z,19872
20210206T23Z,30042,20210206T23Z,18924
20210206T22Z,29132,20210206T22Z,18487
20210206T21Z,28656,20210206T21Z,18342
20210206T20Z,28558,20210206T20Z,18577
20210206T19Z,28798,20210206T19Z,19176
20210206T18Z,29267,20210206T18Z,19825
20210206T17Z,29810,20210206T17Z,20556
20210206T16Z,30268,20210206T16Z,21226
20210206T15Z,30390,20210206T15Z,22079
20210206T14Z,29761,20210206T14Z,22381
20210206T13Z,28754,20210206T13Z,21991
20210206T12Z,27829,20210206T12Z,21306
20210206T11Z,27198,20210206T11Z,20719
20210206T10Z,26684,20210206T10Z,20321
20210206T09Z,26722,20210206T09Z,19970
20210206T08Z,26523,20210206T08Z,19908
20210206T07Z,26474,20210206T07Z,19874
20210206T06Z,26262,20210206T06Z,20021
20210206T05Z,26622,20210206T05Z,20310
20210206T04Z,27379,20210206T04Z,20689
20210206T03Z,28111,20210206T03Z,20798
20210206T02Z,28452,20210206T02Z,20717
20210206T01Z,28624,20210206T01Z,20470
20210206T00Z,28166,20210206T00Z,19597
20210205T23Z,26800,20210205T23Z,18498
20210205T22Z,25913,20210205T22Z,18030
20210205T21Z,25674,20210205T21Z,17921
20210205T20Z,25868,20210205T20Z,18350
20210205T19Z,26326,20210205T19Z,18913
20210205T18Z,26935,20210205T18Z,19631
20210205T17Z,27451,20210205T17Z,20434
20210205T16Z,28002,20210205T16Z,21229
20210205T15Z,28329,20210205T15Z,22215
20210205T14Z,28149,20210205T14Z,22775
20210205T13Z,27517,20210205T13Z,22155
20210205T12Z,25678,20210205T12Z,20664
20210205T11Z,23913,20210205T11Z,19133
20210205T10Z,23223,20210205T10Z,18091
20210205T09Z,23130,20210205T09Z,17559
20210205T08Z,23174,20210205T08Z,17520
20210205T07Z,23628,20210205T07Z,17532
20210205T06Z,24451,20210205T06Z,17793
20210205T05Z,25612,20210205T05Z,18430
20210205T04Z,26774,20210205T04Z,19294
20210205T03Z,28278,20210205T03Z,20252
20210205T02Z,29341,20210205T02Z,20905
20210205T01Z,29803,20210205T01Z,21307
20210205T00Z,29487,20210205T00Z,21429
20210204T23Z,28385,20210204T23Z,20775
20210204T22Z,28578,20210204T22Z,20481
20210204T21Z,28761,20210204T21Z,20577
20210204T20Z,29219,20210204T20Z,21027
20210204T19Z,29958,20210204T19Z,21661
20210204T18Z,30560,20210204T18Z,22184
20210204T17Z,31971,20210204T17Z,22684
20210204T16Z,33925,20210204T16Z,23300
20210204T15Z,36159,20210204T15Z,24041
20210204T14Z,38234,20210204T14Z,24426
20210204T13Z,38609,20210204T13Z,24502
20210204T12Z,36797,20210204T12Z,23485
20210204T11Z,34178,20210204T11Z,22394
20210204T10Z,32334,20210204T10Z,22017
20210204T09Z,31609,20210204T09Z,21778
20210204T08Z,30873,20210204T08Z,21561
20210204T07Z,30411,20210204T07Z,21508
20210204T06Z,30363,20210204T06Z,21493
20210204T05Z,30269,20210204T05Z,21806
20210204T04Z,31174,20210204T04Z,22246
20210204T03Z,31982,20210204T03Z,22639
20210204T02Z,32144,20210204T02Z,22505
20210204T01Z,31699,20210204T01Z,22167
20210204T00Z,30131,20210204T00Z,20900
20210203T23Z,28374,20210203T23Z,19237
20210203T22Z,27866,20210203T22Z,18727
20210203T21Z,28031,20210203T21Z,18832
20210203T20Z,28510,20210203T20Z,19357
20210203T19Z,29839,20210203T19Z,20101
20210203T18Z,30939,20210203T18Z,21032
20210203T17Z,32652,20210203T17Z,21968
20210203T16Z,34717,20210203T16Z,23304
20210203T15Z,36621,20210203T15Z,24481
20210203T14Z,38561,20210203T14Z,25570
20210203T13Z,38715,20210203T13Z,25230
20210203T12Z,36556,20210203T12Z,23806
20210203T11Z,33750,20210203T11Z,22448
20210203T10Z,32095,20210203T10Z,21827
20210203T09Z,31783,20210203T09Z,21396
20210203T08Z,31323,20210203T08Z,21265
20210203T07Z,31170,20210203T07Z,21243
20210203T06Z,31195,20210203T06Z,21482
20210203T05Z,31211,20210203T05Z,21895
20210203T04Z,32204,20210203T04Z,22683
20210203T03Z,33316,20210203T03Z,23408
20210203T02Z,33706,20210203T02Z,23509
20210203T01Z,33529,20210203T01Z,23422
20210203T00Z,32117,20210203T00Z,22684
20210202T23Z,29836,20210202T23Z,21100
20210202T22Z,29635,20210202T22Z,20465
20210202T21Z,29744,20210202T21Z,20421
20210202T20Z,30357,20210202T20Z,20942
20210202T19Z,30981,20210202T19Z,21613
20210202T18Z,31888,20210202T18Z,22338
20210202T17Z,33458,20210202T17Z,23266
20210202T16Z,34864,20210202T16Z,23860
20210202T15Z,36492,20210202T15Z,24507
20210202T14Z,37652,20210202T14Z,25076
20210202T13Z,37610,20210202T13Z,24691
20210202T12Z,35585,20210202T12Z,23411
20210202T11Z,33287,20210202T11Z,22057
20210202T10Z,31641,20210202T10Z,21670
20210202T09Z,31344,20210202T09Z,21494
20210202T08Z,30983,20210202T08Z,21437
20210202T07Z,30947,20210202T07Z,21450
20210202T06Z,31267,20210202T06Z,21731
20210202T05Z,31451,20210202T05Z,22270
20210202T04Z,32993,20210202T04Z,23140
20210202T03Z,34541,20210202T03Z,23741
20210202T02Z,35501,20210202T02Z,24339
20210202T01Z,36137,20210202T01Z,24710
20210202T00Z,35720,20210202T00Z,24518
20210201T23Z,34225,20210201T23Z,23622
20210201T22Z,33339,20210201T22Z,23438
20210201T21Z,33354,20210201T21Z,23534
20210201T20Z,33296,20210201T20Z,23711
20210201T19Z,33440,20210201T19Z,23973
20210201T18Z,33492,20210201T18Z,24149
20210201T17Z,33062,20210201T17Z,23968
20210201T16Z,32930,20210201T16Z,23682
20210201T15Z,32803,20210201T15Z,23547
